Gene                 P-adj               
"CG46339-PC"         0.000827641847276954
"Myo61F-PD"          1.36184932168304e-07
"Myo61F-PA"          5.27812811830388e-05
"CG13933-PA"         0.00342751996671842 
"CG13933-PB"         0.00018764736432035 
"drpr-PB"            0.000603953814468988
"CG15822-PG"         0.00116163368783192 
"Pxn-PA"             1.39763218766855e-06
"Pxn-PC"             1.39763218766855e-06
"Pxn-PD"             1.39763218766855e-06
"Pxn-PE"             1.39763218766855e-06
"CG16762-PA"         0.000323335866635636
"CG15812-PA"         9.25244174524235e-05
"CG15812-PB"         6.16460845701833e-06
"Hsp83-PA"           5.82424773499113e-08
"Hsp83-PB"           5.82424773499113e-08
"kst-PA"             1.20644248342222e-05
"kst-PF"             1.20644248342222e-05
"prominin-like-PF"   1.00017177594567e-05
"Hexo1-PA"           0.00311220503498984 
"CG11583-PA"         8.51617182138784e-06
"CG15209-PA"         0.00219696682928386 
"Hsp60A-PA"          0.00642329762387438 
"Hsp60A-PB"          0.00642329762387438 
"CG1657-PA"          0.0045163237178176  
"regucalcin-PD"      0.00351046433037574 
"Lsp1alpha-PA"       1.94190945673048e-05
"mew-PF"             0.00219696682928386 
"yl-PB"              0.00031979613252054 
"CG9413-PA"          0.00296470222456508 
"CG9509-PA"          0.00252850169536778 
"CG9509-PB"          0.00252850169536778 
"CG9512-PA"          0.000849971603295574
"CG9512-PB"          0.000849971603295574
"rut-PA"             7.56826302044207e-05
"Ahcy-PA"            0.000232070528910948
"Ahcy-PC"            0.000232070528910948
"CG6324-PB"          0.00166700951548073 
"CG15599-PD"         6.65561809841234e-20
"CCT6-PA"            0.000149324977917336
"CG16700-PA"         9.71604465671652e-21
"CG8611-PB"          9.59379135691517e-10
"X11L-PC"            0.00518500926270529 
"X11L-PB"            0.00518500926270529 
"CG5800-PA"          0.00217338570499891 
"RhoGAPp190-PD"      1.19804529152596e-05
"Ankle2-PF"          0.00375859788836609 
"Ankle2-PG"          0.00762744606842576 
"CG6891-PA"          0.00199440914310229 
"HP1D3csd-PA"        3.33257313616563e-05
"Mur18B-PA"          2.74060971035065e-06
"CG14196-PA"         0.00977159499136391 
"SkpC-PA"            9.68374369448246e-09
"SkpE-PA"            0.000121921478183583
"gig-PA"             1.18693468927643e-05
"Cyp305a1-PA"        0.000737559243450307
"CG9300-PA"          0.00281958464664489 
"CG3808-PA"          0.00894000630223721 
"CG7692-PA"          0.00101640774442547 
"CG7692-PB"          0.00493919314065116 
"CG7692-PD"          0.00493919314065116 
"CG7728-PA"          3.17583654479303e-06
"CG32165-PA"         4.82403059429362e-06
"Dab-PI"             0.00827074930964075 
"Zcchc7-PA"          0.00576732963233109 
"TMS1-PC"            2.48075341994984e-07
"Mbs-PL"             0.00951819255521991 
"ClC-c-PB"           0.00558668712063084 
"Pka-C3-PB"          0.00357839976887131 
"CG12301-PA"         5.30523748761036e-05
"CG5114-PA"          0.000526047947556687
"CG3868-PA"          0.0064495898951279  
"fz-PC"              3.8761144593001e-05 
"AdenoK-PB"          0.000303789867275367
"CG10948-PD"         0.000308781710005655
"Klc-PA"             0.000221256326962036
"Klc-PB"             0.000221256326962036
"Klc-PC"             5.71275588561102e-15
"CG4069-PA"          0.00226762616394269 
"eIF2beta-PA"        0.00726042636831083 
"CycA-PA"            0.0021333780290478  
"CycA-PC"            6.42096820063707e-09
"Plod-PA"            0.00290240764601862 
"Plod-PB"            0.00290240764601862 
"Fad2-PA"            2.48818442315238e-26
"CG7839-PA"          3.05685072078236e-07
"wls-PA"             0.0025683589955587  
"FoxK-PO"            0.00107547839939663 
"CG18628-PA"         5.80103888178495e-06
"CG6409-PA"          0.00222420276646898 
"CG6409-PB"          0.00222420276646898 
"RpS17-PB"           0.000507533643327795
"Hsp67Ba-PA"         8.26361834301724e-05
"Srp68-PA"           0.00352177971676343 
"Argk-PC"            0.00186122932637196 
"CG5194-PB"          0.000439919124959383
"smg-PB"             0.000572127014257619
"smg-PA"             0.000572127014257619
"smg-PC"             0.000572127014257619
"smg-PD"             4.96911305401001e-05
"smg-PE"             0.000572127014257619
"CG13309-PA"         0.000124255892702866
"mtrm-PA"            0.00905996227325737 
"CG6745-PA"          0.00617061668373162 
"CG7182-PA"          0.00500372991529989 
"CG7182-PB"          0.00500372991529989 
"msk-PA"             8.64098281718688e-05
"CG7185-PA"          9.73103903982615e-05
"pbl-PD"             0.00289834238842005 
"CG7546-PD"          7.59496450209821e-05
"smid-PA"            0.000232070528910948
"SP1173-PC"          0.000267097001315086
"SP1173-PD"          0.000267097001315086
"SP1173-PA"          0.000267097001315086
"SP1173-PB"          0.000267097001315086
"CG8368-PB"          0.00216898033570319 
"CG8368-PA"          0.00216898033570319 
"Best2-PA"           1.26646607976996e-08
"CG10226-PA"         0.00340638118676043 
"CG13299-PA"         1.28789546670228e-26
"CG18586-PB"         0.00012810449732666 
"CG32409-PA"         0.00189426714797763 
"CG6602-PA"          0.00186122932637196 
"CG10472-PA"         0.00576732963233109 
"vito-PA"            0.0049422733044683  
"peng-PA"            1.33949217761134e-08
"RhoGAP19D-PB"       1.19804323103715e-07
"l(1)G0196-PL"       0.00946167247644831 
"CG15629-PA"         0.00667673842782408 
"l(2)k05819-PA"      0.00461621726123806 
"l(2)k05819-PC"      2.64171426885547e-05
"l(2)k05819-PD"      2.64171426885547e-05
"toc-PA"             0.000649660266866911
"CG17234-PA"         2.23312129675863e-05
"CG31681-PA"         2.16830001165601e-06
"Send1-PA"           0.00296443315233816 
"CG17239-PA"         0.00107650063297358 
"CG17239-PB"         0.00107650063297358 
"AIF-PC"             0.000219954147314639
"CG4415-PA"          2.9581074043941e-08 
"CG4415-PB"          2.9581074043941e-08 
