"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"CG1129-PD" 39.0530888047359 -0.0950396737202876 0.704153897601256 -0.134970031471879 0.892635568901959 0.982701141163005
"CG1129-PE" 39.0530888047359 -0.0950396737202876 0.704153897601256 -0.134970031471879 0.892635568901959 0.982701141163005
"CG1126-PA" 0.478796438132011 -2.38296473656291 4.89377704390577 -0.486937740559804 0.626302452548309 NA
"CG14659-PA" 0 NA NA NA NA NA
"CG14658-PA" 0 NA NA NA NA NA
"CG14657-PB" 38.2451476217221 0.355335858494308 0.751717437866683 0.472698703787855 0.636428151496049 0.92706488853149
"CG14657-PC" 38.2451476217221 0.355335858494308 0.751717437866683 0.472698703787855 0.636428151496049 0.92706488853149
"CG14657-PD" 0 NA NA NA NA NA
"Hus1-like-PA" 31.5643096855933 0.0948713064879763 0.868683985621572 0.10921268039734 0.913033802968266 0.986554964512179
"Hus1-like-PB" 31.5643096855933 0.0948713064879763 0.868683985621572 0.10921268039734 0.913033802968266 0.986554964512179
"CG17387-PA" 2.40657882107228 1.21636744265945 2.31685318004051 0.525008426575472 0.59957733307713 NA
"CG14655-PA" 7.5983782788564 1.79458296361365 1.67020301362997 1.07446995902214 0.282612101944519 NA
"Nep2-PA" 40.0269384514617 1.53556331752852 1.04887495445065 1.46400990033439 0.14319124329268 0.490706738740024
"Nep2-PB" 7.66316086442223 6.42171773892919 4.79186426817823 1.34012930657792 0.180203309695039 NA
"Nep2-PC" 40.0269384514617 1.53556331752852 1.04887495445065 1.46400990033439 0.14319124329268 0.490706738740024
"eIF3f1-PA" 374.108279338768 -0.608749696805863 0.303151480410669 -2.00807100127372 0.0446357472875029 0.252195953209898
"Dlip2-PA" 37.7077682793061 -0.45133543244531 0.897731182980387 -0.502751203257658 0.615139205146966 0.920347689267798
"CG9775-PD" 61.734967866608 -0.293349878604747 0.979404292914032 -0.299518677554435 0.764544323148268 0.963264492740529
"CG9775-PA" 40.5067516795635 0.00266732175354855 0.819393851025159 0.00325523769822219 0.997402700685924 0.999170518305006
"CG9775-PC" 40.5067516795635 0.00266732175354855 0.819393851025159 0.00325523769822219 0.997402700685924 0.999170518305006
"CG9775-PE" 40.5067516795635 0.00266732175354855 0.819393851025159 0.00325523769822219 0.997402700685924 0.999170518305006
"CG32945-PA" 0 NA NA NA NA NA
"MP1-PA" 45.4949366727277 -0.239432513859624 0.730484892197547 -0.327772027070032 0.74308403910316 0.95866491417737
"MP1-PC" 10.3276037820046 0.208412758262017 4.11287024970347 0.0506733122147588 0.959585843086895 0.996123338071803
"MP1-PE" 4.05696751645883 5.50505454654557 4.79817395383132 1.14732283562788 0.251248219567009 NA
"Suv3-PC" 82.9736185003054 -1.13953359066396 0.522275729318968 -2.18186204469022 0.0291197158030658 0.189905346598763
"Suv3-PD" 82.9736185003054 -1.13953359066396 0.522275729318968 -2.18186204469022 0.0291197158030658 0.189905346598763
"CG14645-PA" 5.75158323917492 0.186850189004946 1.65394456906236 0.112972461411372 0.910052388025827 NA
"CG1103-PA" 15.590940956687 -0.267031806793512 1.08065860361921 -0.247100986286696 0.804830070451522 0.970382742547377
"CG1103-PB" 15.590940956687 -0.267031806793512 1.08065860361921 -0.247100986286696 0.804830070451522 0.970382742547377
"CG1090-PE" 0.24688302163325 -1.41904814241044 4.99476698802488 -0.284106975523113 0.776328401446699 NA
"CG1090-PG" 1.20002624441061 1.9630522749605 3.82024947333918 0.513854471719787 0.607353740631583 NA
"CG1090-PH" 1.20002624441061 1.9630522749605 3.82024947333918 0.513854471719787 0.607353740631583 NA
"CG1090-PI" 1.20002624441061 1.9630522749605 3.82024947333918 0.513854471719787 0.607353740631583 NA
"Sfxn1-3-PC" 35.0356219798777 -0.328036010074366 0.838097313653599 -0.391405633606349 0.695497428801094 0.942868731321771
"Sfxn1-3-PA" 35.0356219798777 -0.328036010074366 0.838097313653599 -0.391405633606349 0.695497428801094 0.942868731321771
"Sfxn1-3-PD" 35.0356219798777 -0.328036010074366 0.838097313653599 -0.391405633606349 0.695497428801094 0.942868731321771
"Sfxn1-3-PB" 35.0356219798777 -0.328036010074366 0.838097313653599 -0.391405633606349 0.695497428801094 0.942868731321771
"Cont-PA" 676.007277802675 0.864861695413034 0.215972753432409 4.00449446362086 6.21502465794956e-05 0.00201110607061436
"tub-PC" 190.177032864587 -0.546871003670777 0.499766938094078 -1.09425206428488 0.273844442691195 0.667333482361585
"CG14646-PA" 43.3763586014491 0.0421089387967848 0.716833829459688 0.0587429569674806 0.95315684368087 0.995001694433959
"CG14646-PB" 43.3763586014491 0.0421089387967848 0.716833829459688 0.0587429569674806 0.95315684368087 0.995001694433959
"CG14647-PB" 168.162660950087 -0.0372036537616058 0.442633757549066 -0.0840506471255341 0.933016163613247 0.990397676376938
"CG31528-PA" 0.464785303313718 0.00393867455285794 4.98888679108268 0.000789489663284817 0.999370078452189 NA
"CG31525-PA" 29.8210893881077 -1.59137811475368 1.01191508629229 -1.57263997375963 0.115802206196489 0.443361572133766
"CG1074-PA" 148.121092088496 -1.08430168919606 0.444913335940472 -2.437107637837 0.0148052716092714 0.123153619063756
"CG14650-PA" 204.902802832107 -0.0589595394836603 0.33973191220722 -0.173547251126935 0.862221290281196 0.978998565993084
"CG14651-PB" 0 NA NA NA NA NA
"Fip1-PA" 478.624695139517 -0.331342780970519 0.241221097908147 -1.37360613911429 0.169563989996758 0.529391827358687
"Mur82C-PB" 6.3815577299344 -0.204495801764289 1.56651670023703 -0.130541731047838 0.896137839994555 NA
"CG31523-PC" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31523-PB" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31523-PA" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31523-PD" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31523-PG" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31523-PE" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31523-PF" 45.9726401267595 0.966432318697183 0.68221530981791 1.41660895730284 0.156597288224991 0.512104844579161
"CG31522-PD" 11.2223027438899 -0.908558539220417 1.87587953812654 -0.484337357892291 0.628146467312025 0.924978024125517
"CG31522-PA" 23.442711019754 2.13480695913561 1.27531628621865 1.67394314822511 0.0941417730846016 0.393606196334662
"CG31522-PB" 11.2223027438899 -0.908558539220417 1.87587953812654 -0.484337357892291 0.628146467312025 0.924978024125517
"CG31522-PF" 11.2223027438899 -0.908558539220417 1.87587953812654 -0.484337357892291 0.628146467312025 0.924978024125517
"CG31522-PG" 23.442711019754 2.13480695913561 1.27531628621865 1.67394314822511 0.0941417730846016 0.393606196334662
"CG31522-PH" 23.442711019754 2.13480695913561 1.27531628621865 1.67394314822511 0.0941417730846016 0.393606196334662
"CG31522-PI" 0 NA NA NA NA NA
"CG9804-PA" 12.6129401941279 -0.557142739058048 1.21895019688073 -0.457067680438272 0.647622399683665 0.928416490126631
"CG9804-PB" 12.6129401941279 -0.557142739058048 1.21895019688073 -0.457067680438272 0.647622399683665 0.928416490126631
"eIF3a-PA" 1278.59600242367 -0.620594544243803 0.271043046733383 -2.28965307069568 0.0220414358956982 0.162563978707028
"eIF3a-PD" 1278.59600242367 -0.620594544243803 0.271043046733383 -2.28965307069568 0.0220414358956982 0.162563978707028
"srl-PB" 476.268321577439 -0.90751477380589 0.335257276389542 -2.7069204390703 0.00679105302642636 0.0712997492978857
"srl-PD" 52.4441423466106 -2.64374863000799 2.05397671685172 -1.28713661080845 0.198046676735592 0.569039865171289
"srl-PE" 476.268321577439 -0.90751477380589 0.335257276389542 -2.7069204390703 0.00679105302642636 0.0712997492978857
"CG32944-PG" 0.690172387561431 0.911909799433219 4.90196244199975 0.18602953617515 0.852421599081083 NA
"CG32944-PE" 0.690172387561431 0.911909799433219 4.90196244199975 0.18602953617515 0.852421599081083 NA
"CG32944-PF" 1.8030966739817 4.3373596053354 4.81485544089169 0.900828624780506 0.367679445468776 NA
"CG9855-PA" 45.4703133450061 -0.135471085873176 0.664977654222107 -0.203722764235815 0.838570151952637 0.975047925640526
"CG9855-PC" 45.4703133450061 -0.135471085873176 0.664977654222107 -0.203722764235815 0.838570151952637 0.975047925640526
"Skp2-PA" 58.6921170631308 -0.869260049730112 0.740085450346463 -1.1745401146897 0.240178754015526 0.62547549578978
"Skp2-PE" 58.6921170631308 -0.869260049730112 0.740085450346463 -1.1745401146897 0.240178754015526 0.62547549578978
"Vps24-PA" 102.714845486145 0.450365143655046 0.555214349413665 0.811155446775925 0.417276407622556 0.801219938853165
"Vps24-PB" 102.714845486145 0.450365143655046 0.555214349413665 0.811155446775925 0.417276407622556 0.801219938853165
"CG9780-PA" 36.372658970556 0.059146609379809 1.0302386431234 0.0574105910068496 0.954218126515134 0.995001694433959
"CG12581-PB" 94.3463510548587 0.0750287659958527 0.505515895292198 0.148420191520357 0.882011166017574 0.981623939691723
"CG12581-PA" 94.3463510548587 0.0750287659958527 0.505515895292198 0.148420191520357 0.882011166017574 0.981623939691723
"beta-Man-PA" 122.407990948212 0.376904642419727 0.624570690172313 0.603461943300193 0.546201425308893 0.883720550337556
"beta-Man-PF" 75.8841259511968 -0.0344771735539913 1.23446557995897 -0.0279288253262899 0.977718918120699 0.997954704196808
"beta-Man-PG" 75.8841259511968 -0.0344771735539913 1.23446557995897 -0.0279288253262899 0.977718918120699 0.997954704196808
"beta-Man-PH" 41.32543470188 1.21292614733837 2.67722499316734 0.453053497720188 0.650510219459686 0.930099610520148
"beta-Man-PD" 122.407990948212 0.376904642419727 0.624570690172313 0.603461943300193 0.546201425308893 0.883720550337556
"aux-PA" 89.2140697913687 0.154184218011165 0.622695457410457 0.247607744967911 0.80443791768964 0.970382742547377
"aux-PB" 89.2140697913687 0.154184218011165 0.622695457410457 0.247607744967911 0.80443791768964 0.970382742547377
"aux-PC" 0 NA NA NA NA NA
"aux-PD" 9.09713232450821 -6.62887191652359 4.79054492044131 -1.38374068641714 0.166437870603977 0.523714091209644
"abs-PA" 40.5370103660965 0.0791677821554988 0.749640133122519 0.105607715832578 0.915893602641348 0.986554964512179
"Gel-PB" 28.5896439346632 0.155180025871481 1.04498035974497 0.148500423404467 0.88194785183173 0.981623939691723
"Gel-PD" 28.5896439346632 0.155180025871481 1.04498035974497 0.148500423404467 0.88194785183173 0.981623939691723
"Gel-PA" 21.2975127442344 6.42263945484884 3.6074603007629 1.78037702964897 0.0750142784033815 0.343589271009086
"Gel-PF" 28.5896439346632 0.155180025871481 1.04498035974497 0.148500423404467 0.88194785183173 0.981623939691723
"Gel-PJ" 28.5896439346632 0.155180025871481 1.04498035974497 0.148500423404467 0.88194785183173 0.981623939691723
"Gel-PK" 152.017113963996 2.26589851537358 2.05458597792927 1.10284920646508 0.270092655246198 0.662283595423649
"Gel-PL" 21.2975127442344 6.42263945484884 3.6074603007629 1.78037702964897 0.0750142784033815 0.343589271009086
"TwdlF-PA" 0.486281240699256 -2.40326841075785 4.89226996840406 -0.491237896984217 0.623258198139158 NA
"TwdlV-PA" 0 NA NA NA NA NA
"Or82a-PA" 4.20689232536088 -1.19977205850615 1.86289231708997 -0.644037257279755 0.519551274533748 NA
"CG1092-PC" 47.347260868406 1.3056922056699 0.770568045106331 1.6944541289533 0.0901790212170673 0.384673077674615
"CG1092-PD" 47.347260868406 1.3056922056699 0.770568045106331 1.6944541289533 0.0901790212170673 0.384673077674615
"CG9766-PC" 4.00286462067283 2.85310333926182 2.07444615041053 1.37535666505356 0.169020896898428 NA
"TwdlG-PA" 0 NA NA NA NA NA
"TwdlG-PB" 0 NA NA NA NA NA
"TwdlG-PC" 0 NA NA NA NA NA
"CG14641-PA" 229.338179903559 -0.367335570165112 0.347953204048394 -1.05570394493055 0.291103494285171 0.684787853648636
"CG31516-PA" 1.61029693441884 4.16697643206297 4.8186154894589 0.864766329909196 0.387167054943685 NA
"CG14636-PA" 3.94919305612192 1.17423255042208 1.86388911213694 0.629990562623022 0.528700758804163 NA
"CG14636-PB" 3.94919305612192 1.17423255042208 1.86388911213694 0.629990562623022 0.528700758804163 NA
"Dsk-PA" 1.90213308802595 -1.65883632393293 3.29998096536105 -0.502680573417016 0.615188870111333 NA
"CG3887-PA" 31.5144967051619 -0.228875903372747 0.788678048135241 -0.290201944778232 0.771661748486803 0.966839575019388
"CG3887-PB" 31.5144967051619 -0.228875903372747 0.788678048135241 -0.290201944778232 0.771661748486803 0.966839575019388
"CG3887-PC" 31.5144967051619 -0.228875903372747 0.788678048135241 -0.290201944778232 0.771661748486803 0.966839575019388
"Col4a1-PC" 1033.71486266658 -0.108336153311046 0.233440372016865 -0.464084906886712 0.642586914836631 0.928416490126631
"Col4a1-PB" 1033.71486266658 -0.108336153311046 0.233440372016865 -0.464084906886712 0.642586914836631 0.928416490126631
"Col4a1-PA" 1033.71486266658 -0.108336153311046 0.233440372016865 -0.464084906886712 0.642586914836631 0.928416490126631
"SP555-PA" 0 NA NA NA NA NA
"SP555-PB" 0.239398219066006 -1.39666165066537 4.99635818004718 -0.2795359340415 0.779833565251404 NA
"SP555-PC" 0 NA NA NA NA NA
"SP555-PD" 0.239398219066006 -1.39666165066537 4.99635818004718 -0.2795359340415 0.779833565251404 NA
"senju-PA" 50.5062825645224 -0.264532964804124 0.763898318187084 -0.346293424800208 0.729122209541317 0.954966490420406
"CG5828-PA" 24.7248603855453 0.161696771987934 0.876508225516693 0.184478328075718 0.853638227068409 0.978903918063159
"CG5828-PB" 24.7248603855453 0.161696771987934 0.876508225516693 0.184478328075718 0.853638227068409 0.978903918063159
"CG4230-PA" 0 NA NA NA NA NA
"CG4230-PB" 0 NA NA NA NA NA
"CG4230-PC" 64.3647009631464 -0.246649202917166 0.616975693560773 -0.399771345113567 0.68932493801405 0.941836145800705
"ND-13A-PA" 36.8179735239729 -0.0784999046190645 0.776926834043271 -0.101038992578666 0.91951950694228 0.987545779054554
"ND-13A-PB" 36.8179735239729 -0.0784999046190645 0.776926834043271 -0.101038992578666 0.91951950694228 0.987545779054554
"ND-13A-PC" 36.8179735239729 -0.0784999046190645 0.776926834043271 -0.101038992578666 0.91951950694228 0.987545779054554
"pgant5-PB" 26.3748017025717 0.898587360555306 2.5258130431645 0.355761628116979 0.722019087754542 0.951619702221769
"pgant5-PA" 112.548714839164 -0.398579097103438 0.618890700053512 -0.644021791035113 0.51956130353998 0.869771225423665
"Rpn11-PA" 434.706271434737 -0.3964225361384 0.263225491278305 -1.50601879101165 0.132062349900704 0.471917640656763
"CG31918-PA" 116.86758082151 -0.592690752881478 0.604659495319998 -0.980205814129841 0.326984535139959 0.724831941032269
"CG14036-PA" 146.764132839953 -1.81282935955553 0.563736608273447 -3.21573822411085 0.0013010945633041 0.0210509154726949
"eIF3h-PA" 598.740086755222 -0.714152132927572 0.243177321601434 -2.93675466209 0.00331666378124615 0.0424432838300451
"eIF3h-PB" 598.740086755222 -0.714152132927572 0.243177321601434 -2.93675466209 0.00331666378124615 0.0424432838300451
"CG9121-PA" 3.60076561044494 5.32911090495844 4.79991262665148 1.11025164820055 0.266890602312971 NA
"CG9121-PB" 1.41585184732669 -1.07527749969225 3.66727738412266 -0.293208663284546 0.769362662613938 NA
"CG9121-PD" 1.41585184732669 -1.07527749969225 3.66727738412266 -0.293208663284546 0.769362662613938 NA
"CG9121-PC" 1.41585184732669 -1.07527749969225 3.66727738412266 -0.293208663284546 0.769362662613938 NA
"CG31650-PA" 15.4060573509265 -0.394063543531109 1.06678211511731 -0.36939459140424 0.711833628806969 0.946802730962226
"CG31650-PB" 15.4060573509265 -0.394063543531109 1.06678211511731 -0.36939459140424 0.711833628806969 0.946802730962226
"CG31650-PC" 15.4060573509265 -0.394063543531109 1.06678211511731 -0.36939459140424 0.711833628806969 0.946802730962226
"CG31650-PD" 15.4060573509265 -0.394063543531109 1.06678211511731 -0.36939459140424 0.711833628806969 0.946802730962226
"CG31650-PE" 15.4060573509265 -0.394063543531109 1.06678211511731 -0.36939459140424 0.711833628806969 0.946802730962226
"CG31650-PF" 15.4060573509265 -0.394063543531109 1.06678211511731 -0.36939459140424 0.711833628806969 0.946802730962226
"CG31650-PG" 5.81662137071875 6.02173941429963 4.79413608363876 1.25606351368506 0.209092943345096 NA
"vkg-PA" 1185.1604190438 -0.22376164178395 0.250128406723581 -0.89458708315058 0.371007859237142 0.764159733509772
"vkg-PB" 1185.1604190438 -0.22376164178395 0.250128406723581 -0.89458708315058 0.371007859237142 0.764159733509772
"vkg-PC" 1185.1604190438 -0.22376164178395 0.250128406723581 -0.89458708315058 0.371007859237142 0.764159733509772
"CG31917-PA" 29.2331503458449 -0.139136795505878 0.802649493107987 -0.173346892635686 0.862378766573301 0.978998565993084
"Rtnl1-PE" 12.5387079822015 -2.55754180100961 2.23062358714494 -1.14655911277398 0.251563883082717 0.641431158127901
"Rtnl1-PD" 54.9413426202199 2.87198738857007 0.983637017066828 2.91976342770653 0.00350297194755303 0.044462722774435
"Rtnl1-PA" 28.2255192566587 0.943026841771441 1.28046669404533 0.7364711992564 0.461443988644381 0.839705108791004
"Rtnl1-PC" 82.4388062307903 0.0495755939318393 1.53484844776303 0.032299992878185 0.974232814885456 0.997954704196808
"Rtnl1-PG" 54.9413426202199 2.87198738857007 0.983637017066828 2.91976342770653 0.00350297194755303 0.044462722774435
"Rtnl1-PF" 220.10878803787 0.488594018993014 0.712603433915705 0.685646455993377 0.492936078990189 0.855440025297812
"Rtnl1-PB" 12.5387079822015 -2.55754180100961 2.23062358714494 -1.14655911277398 0.251563883082717 0.641431158127901
"Rtnl1-PH" 157.150217974935 1.64532781452594 2.11562070712236 0.777704533230768 0.436743219116525 0.819364685034278
"Rtnl1-PI" 12.5387079822015 -2.55754180100961 2.23062358714494 -1.14655911277398 0.251563883082717 0.641431158127901
"Rtnl1-PJ" 12.5387079822015 -2.55754180100961 2.23062358714494 -1.14655911277398 0.251563883082717 0.641431158127901
"Rtnl1-PL" 7.08113542728598 2.62510185184078 4.2120595761486 0.623234739296139 0.533130276178241 NA
"Cyp4ac1-PA" 32.1587595344752 1.3234402913549 1.03183524449686 1.2826081473891 0.199629394335002 0.570139129247817
"Cyp4ac2-PB" 13.6402481319551 0.303041341217588 1.19578694006694 0.253424193778721 0.799940433793155 0.970382742547377
"Cyp4ac3-PA" 44.6361302751623 0.730124096101395 0.682563798509174 1.06967890429598 0.2847638650975 0.677868327473426
"Bub1-PA" 64.6416597528745 -0.501745801735908 0.593574239610419 -0.845295783161378 0.397945714864432 0.785821606664373
"Bub1-PC" 64.6416597528745 -0.501745801735908 0.593574239610419 -0.845295783161378 0.397945714864432 0.785821606664373
"Bub1-PB" 64.6416597528745 -0.501745801735908 0.593574239610419 -0.845295783161378 0.397945714864432 0.785821606664373
"vri-PC" 0 NA NA NA NA NA
"vri-PA" 26.4960550695066 1.75302762602688 0.937949013403611 1.86900098083747 0.0616226779197705 0.3101437004475
"vri-PD" 26.4960550695066 1.75302762602688 0.937949013403611 1.86900098083747 0.0616226779197705 0.3101437004475
"vri-PE" 0 NA NA NA NA NA
"vri-PF" 26.4960550695066 1.75302762602688 0.937949013403611 1.86900098083747 0.0616226779197705 0.3101437004475
"cype-PA" 34.0144075205177 0.164746136941813 0.755021063375411 0.218200716421468 0.827272726907318 0.972615503542497
"cype-PB" 34.0144075205177 0.164746136941813 0.755021063375411 0.218200716421468 0.827272726907318 0.972615503542497
"cype-PC" 34.0144075205177 0.164746136941813 0.755021063375411 0.218200716421468 0.827272726907318 0.972615503542497
"TotM-PA" 23.6919262661296 2.84950509266501 1.84888084042746 1.54120537698157 0.12326680927376 0.457855863755942
"TotM-PB" 23.6919262661296 2.84950509266501 1.84888084042746 1.54120537698157 0.12326680927376 0.457855863755942
"nompC-PD" 3.95015152643812 1.58814689221519 2.82200925180072 0.562771681631375 0.573590365854952 NA
"nompC-PF" 0 NA NA NA NA NA
"nompC-PE" 0 NA NA NA NA NA
"nompC-PG" 0 NA NA NA NA NA
"nompC-PH" 0 NA NA NA NA NA
"H15-PA" 0.486281240699256 -2.40326841075785 4.89226996840406 -0.491237896984217 0.623258198139158 NA
"H15-PB" 2.41643659836179 -4.7164890538437 4.43416150143273 -1.06367101250592 0.287477760510268 NA
"CG12512-PA" 203.981145618987 0.673536710527694 0.415665344042606 1.62038216604042 0.10515020840891 0.419327217822354
"fusl-PB" 2.78675056267953 1.49839283131307 2.22657197254316 0.672959531418884 0.500973037034905 NA
"fusl-PA" 2.78675056267953 1.49839283131307 2.22657197254316 0.672959531418884 0.500973037034905 NA
"fusl-PC" 2.78675056267953 1.49839283131307 2.22657197254316 0.672959531418884 0.500973037034905 NA
"fusl-PD" 2.78675056267953 1.49839283131307 2.22657197254316 0.672959531418884 0.500973037034905 NA
"fusl-PE" 2.78675056267953 1.49839283131307 2.22657197254316 0.672959531418884 0.500973037034905 NA
"fusl-PF" 2.78675056267953 1.49839283131307 2.22657197254316 0.672959531418884 0.500973037034905 NA
"CG14022-PA" 1.67229635029158 1.26420472821774 3.56669075613244 0.354447529840963 0.723003519868842 NA
"CG14022-PB" 1.67229635029158 1.26420472821774 3.56669075613244 0.354447529840963 0.723003519868842 NA
"Ncoa6-PC" 46.9665391122146 5.54256366652905 3.32332380261845 1.66777720009169 0.0953599635622649 0.395824327540415
"Ncoa6-PD" 65.7997793187049 1.17014126919193 2.23372302753807 0.523852444894038 0.600381173016219 0.912192040292384
"Ncoa6-PF" 236.285549094189 -0.506617874926582 0.47583396457204 -1.06469464697046 0.287014133264729 0.680740193542698
"CG14024-PA" 0.553963940068453 2.61833803118128 4.88311271489194 0.536202660896232 0.59181849471394 NA
"CG14024-PB" 0.553963940068453 2.61833803118128 4.88311271489194 0.536202660896232 0.59181849471394 NA
"Bsg25D-PB" 59.7225440490299 -9.34379695493534 2.02145997117676 -4.6223012516523 3.79506348622232e-06 0.000204280919302419
"Bsg25D-PC" 40.3551644749516 8.81823892869871 1.86649226230605 4.72449798307965 2.30684504956966e-06 0.000137216504715041
"Bsg25D-PD" 310.653155527682 -0.164485554691678 0.304126872970062 -0.540845184397335 0.588614295901776 0.903183889436678
"Bsg25D-PE" 32.0947928123225 -8.44756552695476 4.34125592513452 -1.94588056374331 0.0516690881727891 0.276372573835272
"Bsg25D-PH" 23.9471511006437 0.115934876188501 2.43699999103394 0.0475727848235705 0.962056722028221 0.996466223612443
"Bsg25D-PF" 0 NA NA NA NA NA
"Bsg25D-PG" 25.3917621050713 1.41845339248648 2.35392111791539 0.602591727348386 0.546780325074696 0.884034976456866
"tkv-PC" 40.3828429619833 -0.703099036737688 1.29640098708179 -0.542346884755441 0.587579562835172 0.903129751786044
"tkv-PB" 13.825449211462 -7.23250493573359 4.7885595935164 -1.5103717087548 0.130948603393638 0.46962024516551
"tkv-PD" 11.6963975491478 0.121019979868412 2.59283420927547 0.0466747852351999 0.962772426904621 0.996466223612443
"tkv-PA" 87.3980694497211 -0.197575815521532 0.673878115863887 -0.293192212167696 0.769375236457739 0.966263721900409
"CG14020-PA" 0 NA NA NA NA NA
"CG14020-PB" 1.23012519281159 3.78228307666294 4.82891402840071 0.783257489037467 0.43347592157084 NA
"cl-PA" 59.6039636858691 0.13851614254927 0.678627619717906 0.204112150057861 0.838265859833216 0.975043023221059
"cl-PB" 59.6039636858691 0.13851614254927 0.678627619717906 0.204112150057861 0.838265859833216 0.975043023221059
"cl-PC" 59.6039636858691 0.13851614254927 0.678627619717906 0.204112150057861 0.838265859833216 0.975043023221059
"CG6907-PA" 108.855219003574 -0.243400700027701 0.449840778575214 -0.541081893016963 0.588451138106405 0.903129751786044
"CG6907-PB" 108.855219003574 -0.243400700027701 0.449840778575214 -0.541081893016963 0.588451138106405 0.903129751786044
"Cap-D3-PA" 70.5117182784304 -0.579642701922046 0.684309275224091 -0.847047852350431 0.396968449720887 0.785002957304723
"Cap-D3-PB" 70.5117182784304 -0.579642701922046 0.684309275224091 -0.847047852350431 0.396968449720887 0.785002957304723
"CG31648-PA" 47.2967054314023 -1.0762712444953 0.789142868688588 -1.36384840717609 0.172615281449928 0.533253810805712
"CG31915-PA" 193.515584537916 0.197345674324715 0.343827097518419 0.573967775515839 0.565989607737768 0.894106890914278
"Lam-PA" 198.452890488205 -0.806292422028911 0.437815150509536 -1.84162750213312 0.0655296553431602 0.320577275244843
"Lam-PB" 198.452890488205 -0.806292422028911 0.437815150509536 -1.84162750213312 0.0655296553431602 0.320577275244843
"Lam-PC" 198.452890488205 -0.806292422028911 0.437815150509536 -1.84162750213312 0.0655296553431602 0.320577275244843
"Lam-PD" 198.452890488205 -0.806292422028911 0.437815150509536 -1.84162750213312 0.0655296553431602 0.320577275244843
"Oscillin-PA" 2.74763688574363 2.1956483676415 4.69789036516186 0.467369009699283 0.640235890799277 NA
"Oscillin-PB" 2.74763688574363 2.1956483676415 4.69789036516186 0.467369009699283 0.640235890799277 NA
"Oscillin-PC" 2.74763688574363 2.1956483676415 4.69789036516186 0.467369009699283 0.640235890799277 NA
"Oscillin-PD" 14.6147522568408 -0.487714477680701 2.52244165297211 -0.19335015226459 0.846684751452262 0.977084101718159
"Oscillin-PE" 5.74555725758414 -5.96599032857128 4.79392972192279 -1.2444884832768 0.213319835391482 NA
"Oscillin-PF" 2.74763688574363 2.1956483676415 4.69789036516186 0.467369009699283 0.640235890799277 NA
"Oscillin-PG" 14.6147522568408 -0.487714477680701 2.52244165297211 -0.19335015226459 0.846684751452262 0.977084101718159
"Oscillin-PH" 2.74763688574363 2.1956483676415 4.69789036516186 0.467369009699283 0.640235890799277 NA
"CG18269-PA" 0 NA NA NA NA NA
"CG14017-PA" 0 NA NA NA NA NA
"GluRIIA-PI" 42.2867677371289 2.19731239738305 1.02489948972427 2.14392964326112 0.0320385245888633 0.201781565555352
"CG18266-PA" 0.276981970034226 1.59049268177492 4.98023296566406 0.319361100723699 0.749452704691037 NA
"Hsp60C-PA" 0.763263210733482 -0.860956692014741 4.33798887910602 -0.198469086945232 0.842678068700011 NA
"Hsp60C-PC" 0.763263210733482 -0.860956692014741 4.33798887910602 -0.198469086945232 0.842678068700011 NA
"Hsp60C-PB" 0.763263210733482 -0.860956692014741 4.33798887910602 -0.198469086945232 0.842678068700011 NA
"CG12511-PC" 0 NA NA NA NA NA
"CG12511-PD" 0 NA NA NA NA NA
"CG12511-PB" 0 NA NA NA NA NA
"DIP-theta-PA" 2.90034486433878 0.471068123342446 2.1070410278579 0.223568557571635 0.823093031807849 NA
"DIP-eta-PD" 0 NA NA NA NA NA
"DIP-eta-PB" 0 NA NA NA NA NA
"CG7251-PA" 0 NA NA NA NA NA
"CG7251-PB" 0 NA NA NA NA NA
"CG14011-PA" 0.225387084247713 1.44010786517425 4.99001825986538 0.288597714512792 0.77288924467403 NA
"CG14011-PB" 0.225387084247713 1.44010786517425 4.99001825986538 0.288597714512792 0.77288924467403 NA
"CG14011-PC" 0.225387084247713 1.44010786517425 4.99001825986538 0.288597714512792 0.77288924467403 NA
"CG14013-PA" 0 NA NA NA NA NA
"CG14014-PB" 0 NA NA NA NA NA
"Hel25E-PC" 285.086920612297 -0.776022401202374 0.421117395851337 -1.84276975695472 0.0653626342044145 0.320577275244843
"Hel25E-PA" 285.086920612297 -0.776022401202374 0.421117395851337 -1.84276975695472 0.0653626342044145 0.320577275244843
"Hel25E-PB" 285.086920612297 -0.776022401202374 0.421117395851337 -1.84276975695472 0.0653626342044145 0.320577275244843
"Hel25E-PD" 54.0461340469964 -4.38974322075239 1.74362432610057 -2.5175969129598 0.0118158458429257 0.104829619176174
